"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0393B","Vegetais e derivados","Salada, folhas, c/ molho para salada, c/ sal, (alface lisa, alface roxa, rúcula, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal),","45","1.68","0.76","3.44","2.17","58.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0079G","Leite e derivados","Vitamina, leite de vaca integral c/ abacate, c/ açúcar,","83","2.44","9.75","3.67","0.81","48.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0146B","Vegetais e derivados","Espinafre, folha, cozida, drenado, s/ óleo, c/ sal, Tetragonia expansa,","20","1.84","1.57","0.26","1.9","141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0180K","Produtos açucarados","Xarope, milho,","309","0","76.8","0.2","0","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0746F","Carnes e derivados","Carne, frango, asa, c/ pele, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Gallus gallus,","393","22.5","14.6","26.9","0.96","364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0830B","Vegetais e derivados","Sopa, mandioca (aipim, macaxeira), c/ peito de frango, s/ sal, (mandioca (aipim, macaxeira), peito de frango, c/ caldo de vegetais, salsa, c/ óleo, cebola e alho, s/ sal),","85","5.69","12","1.36","0.93","6.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0462F","Carnes e derivados","Carne, boi, picanha, c/ gordura, grelhada, c/ manteiga, s/ sal,","330","23.7","0.01","26.2","0","54.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0227B","Vegetais e derivados","Abóbora, pescoço, s/ casca, s/ semente, cozida, drenada, s/ óleo, s/ sal,","26","0.73","4.17","0.13","2.51","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0248T","Leguminosas e derivados","Pizza, massa de grão de bico, c/ queijo vegano e tomate, (grão de bico, aveia em flocos, alho pó, água, cúrcuma, fermento biológico, azeite de oliva, tomate, leite de coco, polvilho, páprica, orégano, molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),","178","4.62","16.6","9.51","3.74","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0104G","Bebidas","Bebida, leite desnatado, c/ achocolatado em pó (10%), s/ açúcar,","75","3.09","13.9","0.61","0.6","52.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0062B","Vegetais e derivados","Alface, roxa, crua, Lactuca sativa L.,","11","0.91","0.48","0.19","2.01","7.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0150F","Carnes e derivados","Carne, ovino, capão, paleta, crua,","163","20.3","0","9.16","0","59.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0677B","Vegetais e derivados","Salada, beterraba, crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal,","74","1.88","7.33","3.43","3.13","62.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0301N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,","84","10.7","3.86","2.4","1.87","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0178C","Frutas e derivados","Damasco, seco,","254","3.39","55.4","0.51","7.3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0184E","Pescados e Frutos do mar","Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Prochilodus spp.,","138","21.1","0.2","5.75","0.51","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0253C","Frutas e derivados","Suco, néctar, morango, c/ suco de maçã, c/ açúcar,","40","0.17","9.54","0.1","0.4","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0455A","Cereais e derivados","Milho, pipoca, preparada, c/ óleo de soja, c/ sal,","434","9.88","55.7","15.9","14.3","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0070A","Cereais e derivados","Bolo, baunilha, recheio sabor morango, Lanchucco,","407","5.97","54.9","18.2","0","326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0423E","Pescados e Frutos do mar","Peixe, água salgada, pescada, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Macrodon oncylodon,","111","16.4","0.21","4.91","0.51","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0032R","Alimentos industrializados","Maria mole, chocolate, em pó, Ducoco,","375","31.7","58.2","1.05","3.14","18.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0052H","Bebidas","Bebida, chá, infusão, cidreira, planta, folha, c/ açúcar, Lippia alba (Mill.) N.E. Brown,","25","0.02","6.18","0","0","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0287B","Vegetais e derivados","Berinjela, c/ casca, grelhada, s/ óleo, c/ sal, Solanum melongena L.,","22","1.25","2.34","0.16","3.35","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0164H","Bebidas","Bebida, café - infusão 10%, c/ substituto do leite - bebida vegetal à base de arroz (meio a meio), s/ açúcar,","28","0.48","5.27","0.52","0.15","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0291C","Frutas e derivados","Abricó (damasco), in natura, Mammea americana,","57","0.3","10","1","3.5","1.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0229T","Leguminosas e derivados","Sopa, feijão preto, c/ carne bovina, c/ macarrão, c/ vegetais, s/ sal, (feijão preto, c/ carne bovina músculo, c/ macarrão, c/ batata, abóbora (jerimum) e repolho, c/ caldo de carne, c/ óleo, cebola e alho, s/ sal),","73","5.54","7","1.76","3.26","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0776F","Carnes e derivados","Carne, frango, coração, refogada (c/ óleo, cebola e alho), s/ sal, Gallus gallus,","418","25.9","0.61","34.6","0.14","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0199E","Pescados e Frutos do mar","Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, c/ sal, Salmo salar L.,","185","23.5","1","10.1","0","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0285E","Pescados e Frutos do mar","Ceviche de frutos do mar, c/ atum, cru, e frutos do mar cozidos, c/ sal, (peixe, água salgada, atum, cru, frutos do mar cozidos - camarão, lula, polvo e vieira, c/ cebola, suco de limão, pepino, tomate, pimenta jalapeño, coentro, salsa, c/ azeite de oliva, c/ pimenta do reino, c/ sal),","105","17.6","2.07","2.77","0.46","288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0708F","Carnes e derivados","Carne, porco, pernil, frita (c/ óleo de soja), c/ sal, Sus ssp,","304","29.4","0","20.7","0","236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0549A","Cereais e derivados","Arroz com couve, c/ arroz polido, c/ sal, (arroz polido, c/ couve, c/ óleo, cebola e alho, c/ sal),","117","2.49","20.5","2.45","1.74","3.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045R","Alimentos industrializados","Pão de queijo, mistura p/, Hikari,","421","3.65","70","14","0","624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045T","Leguminosas e derivados","Soja, extrato, c/ suco de abacaxi, Glycine max L.,Tonyu,","68","1.3","13.8","0.77","0.34","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0192A","Cereais e derivados","Macarrão, c/ molho bolonhesa, s/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja, s/ sal),","115","4.93","21.7","0.89","0.78","8.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0791B","Vegetais e derivados","Farofa, ovos com toucinho defumado (bacon), s/ sal, (farinha de mandioca (aipim, macaxeira), ovo, bacon, azeitona, salsa, c/ óleo, cebola e alho, s/ sal),","364","6.03","46.5","16.1","3.95","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0229B","Vegetais e derivados","Chuchu, s/ casca, cozido, drenado, c/ óleo de soja, s/ sal, Sechium edule,","42","0.49","3.61","2.54","1.36","1.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0023C","Frutas e derivados","Maçã, c/ casca, in natura, Malus spp.,","64","0.29","13.6","0.49","2.07","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0020J","Ovos e derivados","Ovo, pata, inteiro, cru,","164","12.2","2.34","11.8","0","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0003L","Miscelâneas","Caldo, carne, tablete, Maggi,","248","8.4","19.8","14.4","1","24297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0924B","Vegetais e derivados","Flor de abóbora, cozida, drenada, s/ óleo, s/ sal,","16","1.09","2.4","0.08","0.9","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0116B","Vegetais e derivados","Couve-flor, cozida, drenada, s/ óleo, c/ sal, Brassica oleracea var. botrytis L.,","16","1.28","1.36","0.2","2.05","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0073K","Produtos açucarados","Sagu, mistura p/, preparada (média de diferentes sabores),","122","0","30.5","0","0","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0398F","Carnes e derivados","Carne, boi, lagarto, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,","138","17.6","3.31","5.69","1.55","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0256B","Vegetais e derivados","Mostarda, folha, refogada (c/ óleo, cebola e alho), c/ sal, Brassica juncea (L.),","58","3.69","4.36","2.05","3.79","133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0047R","Alimentos industrializados","Pudim, baunilha, mistura p/ (média de diferentes marcas),","385","0.46","95.4","0.14","0.41","641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0151F","Carnes e derivados","Carne, ovino, capão, perna, crua,","142","19.9","0","7","0","46.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0449E","Pescados e Frutos do mar","Peixe, água salgada, porquinho, frito (c/ óleo de soja), s/ sal, Prochilodus spp.,","129","19.6","0","5.66","0","56.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0092A","Cereais e derivados","Cereais, farinha, morango/pera/banana, vitamina, Neston,","390","5.19","90.9","0.6","0","1189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
